N,P,K,temperature,humidity,ph,rainfall,label,Humidity,Productivity
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango,89.04784759,0.057381115
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango,90.19695971,0.370878116
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,mango,19.40055934,0.608492485
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango,68.72217595,0.500377858
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango,51.44386182,0.771632442
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,mango,95.25416266,0.322726165
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango,27.00836639,0.410436757
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango,67.545892,0.778934959
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango,85.56416597,0.495605315
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango,85.57868677,0.507115546
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango,82.99611552,0.836113477
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango,2.569905589,0.338189669
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango,87.04766008,0.641837264
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango,81.70942794,0.964026949
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango,36.69779151,0.539330971
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango,29.12727352,0.393052526
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango,26.92687056,0.466715969
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango,78.48706413,0.626627016
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango,38.05255729,0.040774035
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango,73.17744338,0.315081015
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango,57.61140238,0.229414019
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango,41.93814233,0.475598943
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango,8.654325304,0.409788233
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango,11.67142283,0.130779338
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango,49.31705932,0.894169276
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango,69.29849735,0.465603893
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango,17.35759344,0.521364582
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango,4.127784993,0.937448865
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango,45.76401123,0.117330181
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango,2.58299601,0.664859456
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango,57.13661505,0.783911352
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango,38.99197502,0.952806467
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango,95.7904731,0.601876855
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango,56.49810368,0.280460195
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango,99.44902125,0.666490487
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango,49.72260302,0.91969461
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango,7.873016708,0.488887313
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango,45.17986792,0.113897559
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango,16.54379713,0.229537308
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango,62.3402164,0.606948603
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango,77.09266547,0.142468628
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango,61.29812708,0.885094414
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango,22.72797538,0.274178104
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango,25.38796113,0.555158083
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango,10.91446529,0.707843125
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango,99.75698278,0.456784359
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango,24.0342927,0.587667824
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango,59.15672923,0.114251836
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,mango,70.190055,0.502309649
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango,49.10126524,0.21841862
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango,62.51199816,0.666321408
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango,29.64946449,0.774915707
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango,66.79043821,0.674169046
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango,22.32511513,0.044895834
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango,67.66944254,0.463405935
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango,66.10428868,0.776270767
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango,70.77215219,0.101295111
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango,77.47977363,0.431761576
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango,44.52442467,0.013649553
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango,72.16080963,0.235710119
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango,10.40921017,0.749775747
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango,17.07379289,0.599735341
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango,83.78984018,0.75661914
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango,25.26449381,0.331529175
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango,46.53034701,0.624670653
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango,31.1288378,0.672024437
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango,11.947517,0.702284682
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango,3.367490617,0.733223417
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango,78.90998726,0.320924308
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango,86.31931741,0.574293729
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango,58.05475877,0.86503667
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango,31.96159631,0.584308632
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,mango,84.69598938,0.35060555
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango,34.98843428,0.667212212
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,36.36739227,0.178616338
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango,73.1362573,0.865800302
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango,7.269248821,0.062502367
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango,50.74140246,0.848111035
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango,75.21514904,0.363262465
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango,61.55962577,0.940659437
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango,96.31840431,0.40468765
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango,62.48489971,0.16396448
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango,8.154928878,0.349281117
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango,7.906383996,0.771285483
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango,39.46134191,0.902634533
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,49.26318078,0.900283413
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango,55.53625465,0.95780927
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango,47.721193,0.701445742
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango,94.82682566,0.012958689
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango,28.96034414,0.642651566
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango,100.0306727,0.185884319
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango,99.62183844,0.174383343
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes,80.95687419,0.999539357
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes,48.03392329,0.586391922
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes,84.11901892,0.394487204
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes,16.30814959,0.199191062
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes,60.85046265,0.023034119
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes,98.33848641,0.376028185
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes,36.5698427,0.081141103
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes,44.31372011,0.676590253
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes,76.74098516,0.46110172
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,27.27265422,0.871867264
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,98.20146647,0.747917916
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes,21.55348801,0.928386066
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,17.62182576,0.953666997
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes,49.75162821,0.36181687
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,67.67411283,0.869408214
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,7.856046215,0.101276288
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,84.45658479,0.55820725
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes,84.72429215,0.633848145
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes,6.016870865,0.599308711
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,67.15189222,0.731119958
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,67.65433844,0.773973478
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,80.7363157,0.176856659
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,98.45015996,0.265177829
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes,41.34596366,0.399579974
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes,36.46923447,0.454228204
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,78.22963354,0.416716082
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,55.84998524,0.106438211
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes,94.60935933,0.131261856
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,17.83322197,0.247868964
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,63.60020044,0.148643314
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,grapes,27.8374619,0.308155208
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,71.72400528,0.555835235
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,25.61681599,0.179310715
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,6.035305169,0.773463598
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes,19.41381399,0.271632099
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,95.50070544,0.016965806
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes,32.34541103,0.806746906
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes,74.64631417,0.837490982
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,14.77394214,0.183581502
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes,79.00039126,0.469235112
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,72.12476604,0.468702236
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,83.55996535,0.493040374
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,grapes,65.98985063,0.579894455
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,grapes,26.54734679,0.23492573
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,18.00115613,0.07057292
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes,91.93219077,0.530733621
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,53.07950413,0.295500633
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes,70.83742737,0.609989207
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,43.81509822,0.837090855
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,61.44797667,0.42667566
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes,48.77247561,0.569133242
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes,40.65859321,0.610344454
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,36.63425874,0.847074474
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes,32.81321815,0.915909263
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes,66.94143181,0.310560009
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes,100.7232498,0.20698651
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,52.5617976,0.440287856
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes,80.47723563,0.63676379
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,38.035032,0.708130364
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes,80.87795502,0.517444273
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,11.2026791,0.593899761
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes,48.42663486,0.822581709
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,50.7620965,0.94476647
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,grapes,57.76837714,0.020267119
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes,89.87920682,0.570471413
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes,36.80407306,0.09594984
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes,41.13451038,0.565538126
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,grapes,14.49793874,0.280437979
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes,87.00617078,0.26900154
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes,96.07992747,0.292336028
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,29.69126156,0.980989369
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,44.50340974,0.650559947
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes,55.62374409,0.149914569
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes,95.90059731,0.667151893
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes,94.08526575,0.319991491
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes,71.16567673,0.145982807
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes,16.14983706,0.598131302
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,88.83381722,0.974335348
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,45.1060772,0.206726382
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,1.420209837,0.80899071
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,grapes,69.71844614,0.89333932
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes,56.7689552,0.166417607
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,12.77613841,0.075478028
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,67.76590426,0.611951894
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,grapes,34.19590281,0.71227254
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes,39.40040404,0.938607994
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes,40.30200054,0.37648112
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,50.43535265,0.61491069
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,39.63677956,0.43927194
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes,90.94700415,0.267189691
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes,53.05285421,0.829303274
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,grapes,40.2388137,0.678404783
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes,27.99981358,0.060106219
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,grapes,90.66955116,0.607584024
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes,58.41573169,0.892292322
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes,12.01642746,0.692578033
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes,82.37756094,0.219666421
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes,55.63602711,0.184107231
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes,42.78391222,0.096900274
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes,4.907937534,0.884968055
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,68.52138545,0.351700802
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon,95.78059854,0.986189312
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,94.60532748,0.190468383
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,watermelon,94.73045855,0.986493844
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,76.78890158,0.337045827
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,75.62325251,0.717849305
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,58.23932612,0.709762722
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,15.89069145,0.230963021
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,19.96879955,0.773199834
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,35.88372835,0.908255165
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,53.61311903,0.284472385
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,11.23543463,0.659460803
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,6.419809017,0.098144005
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,53.21212916,0.256031759
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,watermelon,93.67889948,0.857468694
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,20.49422745,0.750797817
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,84.3134122,0.696131172
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,55.24410936,0.120180623
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon,57.53662609,0.242065828
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,17.31989422,0.389639333
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon,7.951130134,0.211766144
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,65.2792873,0.54814311
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,watermelon,52.10853793,0.246498347
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,62.26627158,0.450122687
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,95.08255737,0.999414964
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,20.38306422,0.55400126
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,31.24815067,0.111008446
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,19.05418573,0.508119469
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,47.06523242,0.309344656
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,35.55828154,0.66101485
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,75.73516129,0.500212707
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,45.07315096,0.24478268
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,19.11127168,0.31309646
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,1.309241871,0.227878198
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,76.71138677,0.852270179
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon,51.905577,0.561003444
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,21.26433757,0.47852982
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,watermelon,34.61473499,0.024177983
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon,1.541760023,0.651993514
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,25.11980929,0.097850223
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,53.13234748,0.74675837
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,2.168235949,0.911744973
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,watermelon,24.68426369,0.455158266
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon,30.72036949,0.411080604
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,11.27845721,0.994549684
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,watermelon,63.42741937,0.41318823
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,66.46871258,0.609402486
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,60.21705839,0.864724061
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon,69.22090987,0.667568906
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon,55.54947262,0.250092178
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,66.67599488,0.044772602
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,watermelon,40.84304871,0.87612035
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon,4.812169382,0.42847099
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon,54.58002769,0.373297212
82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,watermelon,90.92636607,0.977353023
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,42.13356013,0.626525421
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,10.89655676,0.94402718
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,55.8245872,0.661519987
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,64.54265087,0.685230217
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,13.50787334,0.787994514
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,89.70421014,0.888427541
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon,42.93282726,0.848320314
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon,58.67214544,0.806173395
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon,64.24674234,0.492805332
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon,19.39260205,0.288586946
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon,64.94794057,0.507361626
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,watermelon,14.72043746,0.744221196
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon,97.02265034,0.975166671
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,81.63710541,0.098338352
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon,52.43309792,0.690766482
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,watermelon,59.80457316,0.182169901
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon,44.9198867,0.496662308
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,98.68418489,0.07642307
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon,99.45376017,0.419002077
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon,76.73555941,0.669718703
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon,53.93033311,0.663801836
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,71.85873496,0.690800033
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon,98.89636136,0.498657513
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon,62.42409023,0.2359852
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,watermelon,48.94888293,0.357925311
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon,88.34704112,0.208498639
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,50.27957878,0.319709997
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon,99.68129401,0.28902339
114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,watermelon,89.72430249,0.793816597
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon,11.76789229,0.052136233
92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,watermelon,29.78602206,0.798843706
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,34.86104901,0.029880407
91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,watermelon,77.42849754,0.186298583
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon,99.84122148,0.940011501
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon,25.81474162,0.602245619
89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,watermelon,34.60505871,0.637971793
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,watermelon,16.59353385,0.066244356
83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,watermelon,89.77317017,0.904539087
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon,40.13248699,0.452250384
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon,15.68030162,0.276574575
97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,watermelon,79.60603019,0.705068512
110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,watermelon,1.496522986,0.661169072
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,watermelon,55.15048745,0.542971958
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon,62.1088713,0.69364738
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon,46.32295254,0.837214809
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon,62.959067,0.072619498
114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon,85.6533189,0.184889744
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon,33.3320926,0.491107389
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon,18.84394252,0.304662975
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon,15.59831276,0.083774592
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon,5.075754079,0.936594998
117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon,10.82870452,0.181323392
114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,muskmelon,49.82126525,0.569691978
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon,8.79849511,0.678839648
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon,67.16539057,0.489980675
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon,94.99698156,0.737533686
